"fnessays";"content"
"data2_3_050.txt";"Aus Sicht des Kundens: man kann leicht die Preise vergleichen, übersichtlich, leicht zu suchen -> Suchmaschine 24 Stunden Zugriff darauf; praktisch, da von zu Hause aus anwendbar.  Aus Sicht des Anbieters: Marktauftritt leicht gemacht. Wettbewerbsfähig, große Zielgruppe ansprechbar, günstige Werbetätigkeit  Produkte, welche sich ähnlich sind werden meist in einem eigenen e-Katalog zusammengefaßt angeboten. in einem elektr. Katalog Sollen alle Produkte aufgelistet / angeführt sein. Prinzipiell sollte er leicht zu navigieren sein."
"data2_3_051.txt";"Ein elektronischer Katalog ist ein Katalog für Güter / Dienstleistungen der nur elektronisch verfügbar ist. Hauptkomponente ist die Präsentation des Angebotes. wichtig ist aber auch eine entsprechende Abfragemöglichkeit bezüglich der Produkteigenschaften / Preis / Leistung etc. / und natürlich auch eine entsprechende Bestellmöglichkeit."
"data2_3_052.txt";"Ein elektronischer Katalog listet die Produkte, deren Preise, und Informationen zur Abwicklung des Geschäfts auf. Der e-Katalog greift bei Anfragen eines Klients auf Produktdatenbank zu. Aus der Sicht des Kunden bietet mir der e-Katalog Vorteile wie Zeitersparnis und Bequemlichkeit, da ich anhand von Kriterien gezielt im Katalog ""blättern"" kann. Man kann die Verfügbarkeit eines Produktes abfragen. Aus der Sicht des Anbieters bringt es Einsparungen im Werbebereich. Durch Zählen der Seiten- / Produktabfragen kann gezielter gearbeitet werden, bessere Plazierung der Produkte nach Kundeninteresse"
"data2_4_002.txt";"Elektronische Katalog: Sammlung von Produkt- und Serviceinformationen von (vielen unterschiedlichen) Händlern, Unternehmer prasentiert auf einer Oberfläche (GUI) Hauptkomponenten: Productlistings, Produktdetailinfos, Kontakt, Bestellformulare, Preisvergleiche (umfassend) (Joyo) Sicht d. Anbieters: Wichtig: Positionierung v. Produkten Sicht d. Kunden: Produktinformationen, Preisvergleiche aus Sicht d. Kunden: Produktvergleiche (Information) Ordering, Bestellformulare, Verträge, Agents, Trl (Verhandlung) SET, eCash, Cybercash, Lieferung (Abwicklung) Hotlinie, After Sales Support aus Sicht d. Anbieters:  Welche Kunden, Benutzersinformationen (direkt Marketing, cookies) Preisfestsetzung, Formulare (Verhandlung) Sicherheit, (Abwicklung)"
"data2_4_003.txt";"Kunden suchen nach Produkten, bestellen und bezahlen über das Internet häufigster Verwendunszweck = Online Shop  Am weitesten verbreitete Anwerdung d. E-Comm. Koppelung des WWW an Produktdatenbanken PC d. Client (Kunden) http -> WWW Server <-> Händlen, elektr. Katalog <-> Produktdatenbank, Kundendatenbank"
"data2_4_020.txt";"Ein elektronischer Katalog ist dadurch gekennzeichnet, daß er sich dynamisch Daten aus ein Datenbank holen kann. Aus Administratorsicht ist die Datenbankpflege und -wartung wichtig, um immer auf aktuellstem Stand zu sein. Aus Kundensicht ist ein elektr. Katalog dafür geeignet, in Webshops einzukaufen evtl. hat dieser die Funktion einer Online-Warenverfügbarkeitsabfrage (Bsp: NRE.at)zusätzlich gibt es die Möglichkeit sich über das Produkt zu informieren und evtl. Preisvergleiche anzustellen (Bsp.: Geizhals.at) "
"data2_4_024.txt";"In einem elektronischen Katalog werden identische o. unterschiedliche Produkte angeboten, also man kann Kosten- u. Zeit einsparen, wenn man in einem solchen Katalog etw. sucht. Datenbanken werden ins Internet eingebunden, und übers Internet erfolgen auch Transaktionen. Zugriff meist über JAVA, CSS. Für Kunden schnelle Preisvergleiche, 24h Suche möglich, unter bequemen Umständen. Für die Verkäufer werden neue Absatzwege ermöglicht, oft Reduktion von Kosten, neue Services übers Internet. Besteht aus Internetseite (Homepage) -> Zugriff auf Datenbank"
"data2_4_028.txt";"Unter einem elektronischen Katalog versteht man ein ""Verzeichnis"" mit den angebotenen Produkten auf einer Internet-Seite. Die Kunden haben die Möglichkeit Produkte nach Suchbegriffen oder Kategorien zu suchen. Es zeichnet sich einen Trend aus, daß letzterzeit immer mehr elektronische Kataloge mit fertiger Software gemacht werden. Elektronische Kataloge ermöglichen für die Kunden einen schnelleren Preisvergleich für die Anbieter mehr potentielle Kunden."
"data2_4_031.txt";"Ein elekrtonischer Katalog ist eine Art Verzeichnis, in der verschiedene Produkte mit dazugehörigen Information gespeichert sind. Er besteht aus einer graphischen Oberfläche, die zur Kommunikation dient, und einer im Hintergrund liegenden Datenbank mit Produkt- bzw. Kundendaten. Funktion aus Sicht des Anbieters: direkten Kontakt zu Kunden Möglichkeit, eine Kundendatenbank aufzubauen Möglichkeit einer Verhaltensanalyse v. Kunden -> es können gezielte Angebote erstellt werden höhere Gewinne durch Verminderung der Lieferkette Funktion aus Sicht des Kunden: meist billiger als im herkömmlichen Handel Information aus erster Hand möglich Bestellung u. Bezahlung in einem Schritt  Ersparnis von Wegen weltweit verfügbar Möglichkeit des direkten Vergleichs -> hohe Preistransparenz "
"data2_4_034.txt";"Ein elektronischer Katalog ist eine web-Abbildung eines normalen Kataloges. Er erhält Produktinfos, Preise, Abbildung etc. Die Kundendaten + -einkaufsgewohnheiten können statistich ausgewertet + auch gleich f. den Kunden eingesetzt werden (siehe amazon.de, mit Buchvorschlägen für den eingelogten Kunden). Der Einkaufskorb kann zwischen Sitzungen gespeichert werden. Die Zahlungmögl. sind oft vielfältig. Meistens sind e-Kataloge schon Standardprod. + müssen nicht händisch programmiert werden. Die DB beinhalten Kundendaten, Artikeldaten u. -fotos, Preise, Liefer- u. Zahlungbedingungen, Statistiken "
"data2_4_037.txt";"Agglomeration von Angeboten versch. Unternehmen die thematisch zusammenpassen und auf einem Portal zusammengefaßt werden. Anbieter: übernimmt Daten von anbietenden Firmen, verwaltet nur Links Kunde: kann mit einem Portal mehrere Geschäftsangebote nutzen -> Vorteil: leichter Preisvergleich"
"data2_4_043.txt";"Elektronischer Katlog ist eine Datenbank mit Informationen über Produkt / Dienste die angeboten werden. Komponenten: Verzeichnisse, Bilder, Text, Adressen, Anbieter, Beschreibungen Anbieter, Administrator: gibt Informationen ein, ordnet sie, nimmt Infos heraus, aktualisiert Kunde: informiert sich indem er Informationen die im Katalog vorhanden sind nützt sie um weitere zu reasieren."
"data2_4_073.txt";"Ein elektronischer Katalog enthält die Produkte eines Anbieters (bei mehreren Anbietern nennt man es Katalogaggregation) man kann sich den elektronischen Katalog im Internet ansehen und ein gewünschtes Produkt bestellen. Haupkomponenten: Produktsuche Einkaufwagen in den man Produkte hineinlegen kann, die man kaufen möchte; ideal ist es, wenn der Einkaufswagen die Produkte ""speichert"" und beim nächsten Login wieder dort anzeigt (also in dem Fall, wenn man Produkte in den Einkaufswagen hineinlegt, aber doch nicht bestellt) Lagerstandanzeige: es sollte irgendwie markiert sein (zB. in den Farben grün oder rot) ob das Produkt in der gewünschten Menge lagernd ist oder nicht  Gliederung nach Produktgruppen"
"data2_5_005.txt";"Der Trend geht hin zur Verwendung von gekaufter Software. Hierbei werden meist vom Lieferanten die Daten in den Katalog eingegeben. Strukturierte Aufbereitung der Artikel/Informationen  Anbieter <-> E-Katalog <- Produktdaten, Kundendaten  Kunde:  Möglichkeit Communities beizutreten elektronische Bestellung Auftragsbestätigung Man kann genau feststellen, wo sich das Produkt befindet Abrechnung Einkaufskorb aktuelle Bestellmenge  Ein elektronischer Katalog bietet dem Kunden die Möglichkeit, aus vorhandenen Produkten durch strukturierte Suche auszuwählen, zu bestellen und den Wareneingang abzuwickeln  Produzent/Anbieter  Gutschriftverfahren leichtere/papierlose Abwicklung von Bestellungen und Rechnungen Verwaltet Katalog, da Dienst für Kunden (könnte besser sein, da dadurch Loyalität gewährleistet wird) 			Produktupdates von ihm am besten vorgenommen werden können Auswertung der Bestellstatistik Transaktionsnachverfolgung Generierung von Kundendaten"
"data2_5_008.txt";"Elektronische Katoge werden von Anbieter / Administrator dem Kunden zur Verfügung gestellt. Der Katalog beinhaltet Informationen über die angebotenen Artikel (Bezeichnung, Preise, etc.). Der Kunde sucht sich aus dem elektr. Katalog seine gewünschten Waren aus (Einkaufswagen). Der Anbieter stellt durch den elektr. Katalog sein komplettes Angebot on-line zur Verfügung  Intranet <-> WWW-Server <-> DB"
"data2_5_026.txt";"Ein elektronischer Katalog ist im Prinzip die digitale Abbildung eines gedruckten Kataloges listet Produkte mit deren Eigenschaften und Preisen (eventuell auch Bildern) auf man kann gezielt nach Produkten suchen Haupkomponenten: Daten, Datenbank über Produkte -> und Webserver, der allen Clienten die Suche im Katalog ermöglicht Anbieter: Kundenprofil erstellen, verwalten weltweite Verfügbarkeit -> kann weltweit anbieten diverse Zahlungssysteme möglich (auch alternativ zB.: SET oder Nachnahme) diverse Verkaufs / Marketingmechanismen anwendbar  Kunde: 24h Shopping Preisvergleiche Überblick über Produkt, Eigenschaft, Verfügbarkeit online Zahlung Währungsunabhängig bei Kreditcard payment Möglichkeit Produktvergleiche"
"data2_5_033.txt";"Ein elektronischer Katalog ist das im e-commerce am häufigsten eingesetzte Instrument zum Vertrieb. Es werden Datenbanken ins www eingespeist die von Konsumenten abgerufen werden können. Fällt unter die Kategorie der dynamischen Informationssysteme. Ist sehr individuell gestaltbar (sehr unterschiedlich) und wird in letzten Zeit immer mehr entwickelt statt zugekauft. Der Kunde hat die Vorteile daß er leicht die ganze Datenbank nach unterschiedlichen Kriterien durchsuchen kann, daß dies sehr rasch geht, relativ billig ist und er einen guten Preisvergleich hat. Die Informationen stehen ihm Rund um die Uhr recht einfach zur Verfügung. Der Anbieter hat den Vorteil daß er zB: gesammelte Kundendaten sammeln kann und so Kundenprifle erstellen kann und daß er z.B. Anzahl der Zugriffe (hits) auf ein bestimmtes Produkte zählen kam, Neuer Absatzweg"
"data2_5_035.txt";"Ein elektronischer Katalog ist die on-line zür Verfügung Stellung vom Katalog eines Unternehmen. Ein elektronischer Katalog besteht aus einem Artikelstamm mit mindestens einer Preisangabe. Er bietet auch Suchdienste für Kunden, nach Beschreibung, Preis usw. Er bietet Zahlungsmöglichkeiten."
"data2_5_036.txt";"Ein elektr. Katalog ist eine Datenbank, in der sämliche Produkte / Artikel gesucht und gefunden werden können = Online Shop Webclient -> CGI -> DB Sicht des Anbieters: Übersicht über die Interessen des Kunden  -> d.h. es läßt sich leicht feststellen, welche Kunden sich für welche Waren interessieren Einsparung von Personalkosten neuer Distributionskanal interaktive Features die das Bewerben der Produkte erleichtern / verbessern / optimieren Sicht des Kunden: Shopping rund um die Uhr Erfahrungsaustausch mit anderen Kunden (Bsp. Amazon -> Recommendation) mehr Auswahl Einkaufsmanager Funktion d.h. Kunde kann Waren aussuchen, aber erst später kaufen (bleiben im Einkaufswagen)"
"data2_5_053.txt";"Unter einem El. Katalog versteht man das Angebot an Gütern im Internet Zahlungssystem (Digi Cash, Kreditkarten, Inkasso, ...) Produktpalette (in Datenbank mit ihren Verfügbarkeit) Einkaufswagen, Vormerkliste für spätere Einkäufe, Angebote individuell Der Anbieter erwartet sich eine Kostenersparnis, ist nicht an Öffnungszeiten gebunden und die Vergleichbarkeit ist sehr einfach gegeben, da innerhalb kürzester Zeit, die Kosten für ein Konkurrenzprodukt ermittelt werden können Für der Anbieter ist die Distribution sehr leicht, da direkt vom Produzenten der online Shop geführt werden kann. daher fallen unter Umständen eine Reihe von Distributionskanälen weg. Der Lagebestand ist sehr leicht zu ermitteln und die Datenbank kann sehr leicht in andere betriebliche Anwendungen integriert werden, dadurch Personalkostenersparnis. Größtes Problem für Anbieter als auch Kunde ist die Sicherheit des Zahlungssystems "
"data2_5_054.txt";"Ein elektronischer Katalog besteht aus Daten, Datenbank, Metadaten über Daten und ist die digitale Abbildung eines analogen Katalogs. Entspricht einem Produktverzeichnis eines Anbieters, kann aber auch von mehreren Anbietern gleichzeitig sein = Katalogaggregation Funktion: Statistiken über Anzahl der Käufe für Anbieter Warenkorbsystem: Käufer kann Waren im Korb ablegen und auch erst viel später nach neuem einloggen diesen erweitern + die Bestellung durchführen Vorteil: große Preis + Markttransparenz"
"data2_5_055.txt";"Der Elektronische Katalog ist ähnlich dem Verstandhauskatalog die Möglichkeit dem Kunden die Produkte zu präsentieren. Prinzipiell besteht er aus Datenbanken (Kunden- und Produktdatenbank) auf die der Kunde über den Server Zugriff hat, um die gewünschten Infos zu suchen. Kunden-DB Kunde Produkt-DB  -> Elektr. Katalog  <-> Kunde  Sicht des Kunden: Informationsgewinnung elektronische Bestellung (Warenkorb) Auftragsbestätigung Zahlvarianten (elektronisch) leicht auffindbar Preis / Produktvergleich einfach zus. Infos durch Präferenzen ev. bessere Preise  Sicht des Anbieters: Abwicklung der Bestellung ist einfacher (kein Papier) Elektr. Katalog läßt sicht leicht umstellen bei Veränderungen / neuen Produkten Gütscheinsystem Kündenbindung / -infos durch ev. weitere Kontakte (via e-Mail) Kündenverhalten kennenlernen neue Absatzchancen geringer Personalaufwand"
"data2_5_056.txt";"Elektronischer Katalog z.B. Yahoo Darstellung als Tabelle, Bilderverknüpfung Möglichkeit zur Suche, Eintrag neuer Daten z.B. elektronischer Ersatzteilkatalog  Anbieter: Grunddaten auf CD Update übers Net Lauffähig ohne zusätzl. Software im Browser des Kunden Leistungsfähiger Server / DB notwendig Sammeln von E-mail Adressen durch Eintrag, Newsletter  Kunde:  leichte Suche Einfache Navigation kurze Antwortzeit, schnell Vollständigkeit Plattformunabhängigkeit  Komponenten: Application Server (verarbeitet JSP, Servlets, DB Abfragen WEB Server (verarbeitet http requests) DB (Infos)"
"data2_6_006.txt";"Ein elektronische Katalog ist eine Aggregation von verschiedenen einzelnen Katalogen der jeweiligen Verkäufer, die jeweils idente oder komplimentäre Produkte in einem gemeinsamen katalog darstellen  Web-Client --- WWW server --- cgi-script --- elektr. Katalog--- DB1, DB2 --- Produktdatenbank  Der Klient wählt eine Homepage, das cpi-script führt eine Abfrage auf die Produktdatenbanken aus und stellt dem Kunden die Abfrage in Form eines html-Textes zur Verfügung Der / Die Anbieter müssen keine statischen html-Seiten erstellen, sondern können durch Pflege der Produkt DB's die sie beispielsweise auch fürs innerbetriebliche System nutzen"
"data2_6_009.txt";"im Moment am weitesten verbreitet im E-Commerce ein dynamischer Katalog Die Daten werden ständig aktualisiert und bspw. unternehmensintern zwischen den Abteilungen synchronisiert -> Koppelung des Internet mit DataBases d. Prod.   Kundensicht: Registierung mit persönlichen Daten Suche/Ergänzungen des Kataloges relevante und aktuelle Information safe payments einfache Zahlungen evtl. Einkaufskorb  Admin-Sicht: Kataloginhalte verwalten, evtl. löschen Kundenprofile verwalten (Auswertungen) Auswertungen -> Marketing Auswertungen CRM Präsentation und Marketing des Site selbst"
"data2_6_021.txt";"= häufigste Anwendung von E-Commerce Einbindung von Datenbanken ins Internet (dynamisch. IS) Trend weg von Eigenentwicklungen, hin zur Integration in Standardsoftware wie SAP. Besteht aus einer Internetseite mit Zugriff auf eine Datenbank (z.B. über JAVA, aktive Serverseiten, CSS) Sicht d. Anbieters: Kundenprifle, Kostenersparnis bei Marketing + Vertrieb, neuer Absatzweg Kunden: 24h Suche, Preisvergleiche, Bequemlichkeit"
"data2_6_029.txt";"Ein el. Katalog = ein Katalog, der z.B. im Internet bereit steht und weitere spezielle Eigenschaften, wie Warenkorb, etc besitzt.  Er besteht aus einen Server, der den Katalog darstellt und einer Datenbank, die die Liste der Produkte enthält (Zugriff über CGI) Kundensicht: Der Kunde wählt ein Produkt aus und entscheidet sich es zu kaufen, oder er verläßt die Seite. Je übersichtlicher und bequemer die Seite, die mit Abbildungen und zusätzlichen Features versehen werden sollte, ist desto höher ist die Wahrscheinlichkeit eines Kaufes. Administrator = es wird ein Produkt angefordert  es wird auch die Datenbank zugegriffen dann über CGI wird eine Internet Seite erstellt und zur Verfügung gestellt"
"data2_6_038.txt";"Kunde -> i-net -> Händler -> e-Katalog -> DB (Abwicklung)  3 Phasen: Suchen - Aushandeln - ""Erhalten"" (Versand, ...)  Elektron. Katalog: weitgefaßter Begriff (z.B. Portal  mit vielen versch. Angeboten von versch. Produzenten) Entscheidend ist, daß der Kunde im Katalog  Informationen sucht und diese vom Anbieter  unter Zuhilfenahme einer DB aktuell gehalten werden  können. Ideales Beispiel: XML-Anwendung der 3. Generation:   Interne Anw. -> DB XML -> XML (HTML)  Dokument bzw. Angebot an Kunden erfolgt aktuelle (Pr., Verfügbarkeit) unter Zugriff a. die DB (von außen) Der Kunde kann das Angebot wählen und den Kauf abschließen, die Ware wird, etwa nach Bezahlung mit SE,T diesem Zugestellt."
"data2_6_057.txt";"elektronischer Katalog: Es ist ein virtueller Katalog, der Infos über Preise, Menge, Produkte anbietet Ablauf: Kunde erhält einem elektronischem Warenkorb, in den er sogenannte Produkte ablegen kann -> Bestätigung gespeichert -> Lieferweg nachverfolgen -> Einsparen v. Kosten durch größeren Mengen (Auswahl) Ablauf Anbieter: kann Stammdaten besser verwalten -> es kommt zu einer neuen Art der Kundenregistrierung -> kann die Kundendaten verwenden als Profile  (Kaufverhalten, Altersgruppe, Anzahl der Produkte) E-Katalog -> dynamisch, virtueller Katalog"
"data2_6_058.txt";"http -> WEB Server -> E-Katalog -> DB, DB  Hauptkomponenten: Info über Produkt und /oder Preis, Eigenschaften Funktionsweise (aus d. Sicht d. Anbieters): Kundenregistierung Verwaltung v. Kundendaten -> nützliche Info aus Konsumentenverhalten Einsparung von Kosten (keine Absatzmittler)  Funkt. weise a. d. sicht d. Kunden einfache Suche Möglichkeit d. Aufnahme in eine Community Bestellung Abwicklung Bezahlung "
"data2_6_059.txt";"Listen von Produkten / Services mit Preisen u. Beschreibungen; direkte Bestellung u. Geschäftsabwicklung / Initiierung von Transaktionen möglich; Komponenten: Listen, Bestellsystem, Einkaufskorb, Zahlung + Überprüfung + Bestätigung oft eingebaut: DB-Anbindung, Web-Server-Schnittstelle, Sicherheit (SSL, SET), WEB Tools, Offline-Testmoduls, Integration in betriebl. Standard-SW etc. für Anbieter: Kundenregistrierung, Kundenprofile (frw. Angaben / Kaufverhalten), Zugriffsstatistiken (-> Optimierung des Angebots / Produktpalette, Ranking der meistverkauften Güter) für Kunden: Suchmöglichkeiten (nach Produktgruppe, ...), virtueller Einkaufskorb (für später gespeichert), an induviduelle Interessen angepaßte Information aufgrund der Kundenprofile (z.b. amazon.com), Auftragsbestätigung per Mail, Abwicklungsstatus abrufbar, Online-Community"
"data2_6_060.txt";"el. Katalog: aggregiertes Angebot an Produkten das mehrere Produktgruppen von mehreren Anbietern enthalten kann, Produkte werden online angeboten, leicht zugänglich, außer Fixkosten fallen nur marginale Verkaufskosten an Funktionsweise: Administrator: bietet Güter online an, erhält Kaufaufträge von Kunden, liefert die Güter physisch und erhält die Zahlung via IPS Kunde: bestellt Ware, zahlt online, erhält Güter geliefert -> Zeitersparnis, Kostenersparnis"
"data2_6_061.txt";"e catalogue ist digitalisiertes Produkteverzeichnis eines oder mehrerer Anbieter (Katalogaggregation) eKatalog muß aus mehreren Komponenten bestehen, wie z.B. Infos über Produkt, Produkt, Produktauswahl, Bestellung, AGB für Bestellung, Lieferbedingungen, Zahlungmöglichkeiten Anbieter soll übersichtlich seine Produkte darstellen können.  Vorteile Kostensenkung durch eMarketing, eDistribution zB. von digitalen Güter, sowie zB. die GKosten bei digital. Güter = 0, Probleme bei der Logistik von nicht-digitalen Gütern, sowie bei Micropayments, da hohe Transaktionskosten Kunde kann komfortabel einkaufen, Zeit sparen, günstig einkaufen -> die Ware muß verfügbar, für jeden zugänglich sein Administrator: Zugriffskennung, Zugriffsverweigerung, Zahlungssystem, Sicherheit der Daten"
"data2_7_004.txt";"Ein elektr. Katalog ist sie digitale Abbildung eines analogen Kataloges Funktion: aus Sicht d. Kunden: Es werden Produkte, die digital vermarktbar sind, beschrieben; Es kann gezielt u. schnell n. nach Produkten bzw. Produkteigenschaften gesucht werden Hauptbestandteile: Daten, Datenbank, Metadaten über Daten Funkt. d. (Admin.) Anbieter: Statistiken über Anzahl d. Käufe bzw. Verkäufer können erhoben worden; Eis können Customer Profile angelegt werden z.B.: demographische Daten d. Kunden"
"data2_7_007.txt";"Unter einem elektronischen Katalog versteht man die Präsentation von Produkte oder allgemein Leistungen auf elektronischem Weg Präsentation in Bild, Text (Beschreibung), Informationen über Preis, Zahlungsmöglichkeiten -> Mit dem elektr. Katalog ist eine Kaufmöglichkeit einbezogen. Diesbezüglich sind folgende Komponenten notwendig:  Produktvisualisierung , Beschreibung (Produktdatenbank) Verkaufsplattform mit ensprechenden Sicherheitsvorkehrungen, (Warenkorb, Variation der Zahlungmodi, ...) Logistischer Bereich um die Kaufanfragen und die anstehenden Lieferungen zu meistern Funktioweise: Anbieter:  Registrierdatenbank führen -> Kundenregistrierung eintragen Bestellung mit Zahlungmodus entgegennehmen Lieferung starten  Kunde: Registierung, Einverständnis zu AGB's Auswahl des Produktes -> Warenkorb Weitere Auswahl treffen oder zum Zahlen übergehen  Bestätigung ausdrucken"
"data2_7_022.txt";"Der Kunde hat verschiedene Möglichkeiten seine ""Ware"" zu suchen, mittels Detail-Suche, Volltext-Suche etc. Er kann mittels E-Mail eine Auftragsbestätigung erhalten. Er hat die Möglichkeit zwischen verschiedenen Sprachen zu wählen. Und mittels eines Einkaufwagen kann er seine Waren speichern und beim nächsten Aufruf wieder darauf zugreifen. Der Administrator kann die Kd-Daten verwalten, er kann Profile erstellen. Und er kann verschiedene Statistiken für seine Waren erstellen. Beim einem elektr. Katalog, ist ein Katalog online abrufbar. Er besteht aus den Hauptkomponenten: Waren Bestellung Anmeldung Anfragen E-Mail Suchdienste Werbebanner"
"data2_7_027.txt";"Ein elektronischer Katalog ist eine Liste von Gütern die man über das Internet beziehen kann. Er besteht meistens aus einer Produktdatenbank (wenn möglich mit Lagerstandsanzeige), eines Kunden, einer Bestellmöglichkeit, einer Zahlungsabwicklung, einer Verständigung des Kunden bei erfolgreicher Bestellung Der Administrator muß neue Produkte aufnehmen bzw. bestimmte Produkte herausnehmen, Lagerbestand überprüfen, sich um Produkangebote kümmern Der Kunde hat einen Warenkorb in den er bestimmte Güter aus dem Katalog übernimmt. Meist erfolgt die Zahlung über Kreditkarte."
"data2_7_041.txt";"elektr. Kataloge dienen der Aggregation v. Daten über bestimmte Produkte Aus der Sicht des Kunden kann ein elektr. Kat. Produkte suchen, Preisvergleiche machen, Summe der Einkäufe und daraus Steuern rechnen. Bei erfolgter Bestellung erhält der Kunde ein email, während der Lieferzeit kann der Kunde abfragen in welcher Phase das bestellte Produkt ist (bsp. ob es schon geliefert wird). Einkaufswagenfkt. Der Anbieter kann mit Hilfe der elektr. Kataloge die Kundenprofile verwalten, Statistiken erstellen, Entscheidungsbäume für Rabatte, Skonto rechnen. Unterstützt werden auch: Zahlung und Logistiksysteme Hauptkomponente: Homepage, Datenbanken"
"data2_7_062.txt";"Ein Elektronischer Katalog wird üblicherweise von den Anbietern der im Katalog beschriebenen Dienste erstellt und enthält für den Kunden veschiedene Informationen über die Produkte bzw. Leistungen Angefangen bei Spezifikationen u. dem Preis bis zu einer Such- u. Bestellmöglichkeit z.B. durch sogenannte Wareneinkaufskörbe. Der Kunde sucht nach verschiedenen Kriterien seine gewünschte Ware und erhält eine od. mehrere Waren zur Auswahl, entscheidet der Kunde sich für eine bestimmte Ware kann er sie in den meisten Fallen auch online bestellen. Der Anbieter seinerseits kann durch Erstellen einer Datenbank seine Waren od. Leistungen erfassen u. sie online stellen (hier bieten sich natürlich interaktive Datenbanken an ) Durch Einkäufe werden die Bestandsveränderungen erfasst eben sowie durch Verkäufe. Der Administrator erhält ein Bestellformular der Kunden und entscheidet je noch Modernisierungsgrad (ob er dieses Formular selbst bearbeiten muß od. es durch interaktive Datenbank bereits online erfasst wird."
"data2_7_063.txt";"Sammlung von den verschiedensten Produkten (und deren Daten) in einem IT-System um diese den Kunden online zum Kauf anzubieten User Interface: optische Bereitstellung der Produkte Datenbank: Speicherung der Produktdaten und Kundendaten Anbieter: stellt die Produktdaten in die Datenbank, erhält die Bestellung vom Kunden, Auftragsbearbeitung, verschickt die Produkte Kunde: Auswahl der Produkte im User Interface, Registrierung beim Anwenden, Bestellung der Ware, Erhalt der Ware, Bezahlung der Ware (hängt von der Art der Bestellung ab)"
"data2_7_064.txt";"Elektronischer Katalog ist eine Datenbank mit Internet in der Produkte u. Services gespeichert werden. Komponenten: Verzeichnisse von Produkten, Anbieter, Produkte, Beschreibungen, Adressen Funktionsweise: Anbieter: Gibt Informationen ein und aktualisirt D. diese, Kundenprofil, Marketing, Auswertung, CRM Kunden: benutzt Datenbank, kann sich über Hierarchie zu bis zur entsprechenden Produktklasse ""hinunterhanteln"" u in  Registierung von persönlichen Daten dynamische u. aktuelle Datenbank "
"data2_7_065.txt";"Unter einem elektronischen Katalog versteht man die ""Portierung"" eines Produktkataloges (mit Preisen etc.) in eine Datenbank. Diese läßt sich meist über ein Webinterface abfragen. Bsp. geizhals.at Auch Einbindungen für den online-Einkauf sind möglich und üblich -> Auch Suchfunktionen und Shop-Lösungen (mit Warenkorb Bsp. amazon.de) heute an der Tagesordnung. Vorteile von einem Elektronischem Katalog: Kunde kann die genauen Spezifikationen, Preis ... 24h online abfragen und sich zB.: dr. Java.Applets mit dem Produkt beschäftigen Preisvergleiche werden dr. Elektr. Kat. erheblich vereinfacht. -> Markttransparenz -> weiterer Absatzkanal für den Produzenten Funktionsweise aus Sicht des Einkäufers Suche im Katalog -> gewähltes Produkt zum Warenkorb hinzufügen -> Einkauf abschicken (Bezahlungsart wählen, Adresse ...) -> Abwicklung der Bez. dr. zB. Kreditkartenorganisation Sicht d. Verkaufers: Erstellung d. Kataloges -> Programmierung der DB Abfrage -> ... ev. automatische Preisänderungen mit einprogrammieren (hohe Nachfrage erhöht generisch den Preis .."
"data2_8_014.txt";"Ein elektronischer Katalog ist meist eine Produktdatenbank mit WWW-Interface Ermöglicht Finden, Bestellen und Bezahlen eines Gutes  Funktionsweise für Kunden:  speicherbarer Einkaufswagen komplexe Suchfunktionen personalisierbares Angebot sicheres Bezahlen Order Tracking  Für Admins:  Sammeln von Käuferinformationen durch freiwillige Angabe, Kaufverhalten Statistiken aus gesammeltem Material  Entscheidungsbasis für Spezialangebote / Rabattsysteme Auswertung der Kundendaten  mögl. Aufbau: HTTP server -> Application Serven -> DB Server"
"data2_8_040.txt";"Interagent mit dem User Einkaufswagen: merkt sich Ware für das nachste Mal für Anbieter: Kundendatenverwaltung, Kundenadministration   Web Browser <-> WWW Server <-> el. Katalog <-> Produktdatenbank, Kundendatenbank Kunde        HTTP                Händler  Katalog der dynamisch ist -> Applicationsserver Ständige Abstimmung und unternehmensinternen Daten -> auf Website Anpassung an Kundendaten Kunde 24 Bereitschaft schneller Preisvergleich höhere Bequemlichkeit rasche Suche Anpassung an Kundendaten   Anbieter: Kundenprofile sammeln, bessere Verwaltung der Kundendaten spart sich Intermediare und kann Preisvorteil zu Kunde weitergeben Kostenersparnis in Marketing Auswertungen, CRM Marketing"
"data2_8_066.txt";"Elektronischer Katalog (EK) dient zur Vewaltung von Produkten / Services, zum Anhängen von Attributen an Produkte zB. Preis, Größe, ...  Anwendungsbsp: Online Shop   Frontend      <-> DB                     -> andere techn                                              Systeme Clientansicht     Verwaltung                Billing, Logistiks, SAP                   Produkte und Metadaten  Funktionsweise: Kunde: Suchfunktionen Ausgrennzungsfunktionen (Preisgrenzen...) Einkaufswagen (inkl. Cookies) Statistiken  Anbieter: leichtes Ändern von Metadaten leichte Verwaltung Speicherung von Kundendaten: Kaufshistorie, Clustering, bessere Eimpfehlungen  "
